"DateTime","Players","Average Players"
"2021-08-23 00:00:00",53316,
"2021-08-24 00:00:00",178241,
"2021-08-25 00:00:00",157462,
"2021-08-26 00:00:00",128733,
"2021-08-27 00:00:00",127156,
"2021-08-28 00:00:00",136664,
"2021-08-29 00:00:00",142277,
"2021-08-30 00:00:00",121044,
"2021-08-31 00:00:00",151644,
"2021-09-01 00:00:00",147575,
"2021-09-02 00:00:00",127510,
"2021-09-03 00:00:00",120138,
"2021-09-04 00:00:00",129442,
"2021-09-05 00:00:00",131147,
"2021-09-06 00:00:00",133727,
"2021-09-07 00:00:00",133755,
"2021-09-08 00:00:00",128425,
"2021-09-09 00:00:00",112221,
"2021-09-10 00:00:00",120388,
"2021-09-11 00:00:00",134284,
"2021-09-12 00:00:00",131486,
"2021-09-13 00:00:00",116437,
"2021-09-14 00:00:00",141204,
"2021-09-15 00:00:00",135487,
"2021-09-16 00:00:00",114125,
"2021-09-17 00:00:00",123398,
"2021-09-18 00:00:00",127777,
"2021-09-19 00:00:00",125926,
"2021-09-20 00:00:00",110282,
"2021-09-21 00:00:00",125262,
"2021-09-22 00:00:00",104986,
"2021-09-23 00:00:00",108631,
"2021-09-24 00:00:00",110908,
"2021-09-25 00:00:00",118979,
"2021-09-26 00:00:00",118358,
"2021-09-27 00:00:00",101646,
"2021-09-28 00:00:00",112631,
"2021-09-29 00:00:00",111437,
"2021-09-30 00:00:00",95372,
"2021-10-01 00:00:00",90846,
"2021-10-02 00:00:00",96760,
"2021-10-03 00:00:00",96981,
"2021-10-04 00:00:00",83090,
"2021-10-05 00:00:00",105732,
"2021-10-06 00:00:00",99169,
"2021-10-07 00:00:00",80556,
"2021-10-08 00:00:00",84343,
"2021-10-09 00:00:00",90479,
"2021-10-10 00:00:00",93474,
"2021-10-11 00:00:00",80198,
"2021-10-12 00:00:00",128632,
"2021-10-13 00:00:00",117543,
"2021-10-14 00:00:00",96129,
"2021-10-15 00:00:00",94615,
"2021-10-16 00:00:00",101890,
"2021-10-17 00:00:00",101401,
"2021-10-18 00:00:00",85025,
"2021-10-19 00:00:00",86189,
"2021-10-20 00:00:00",84549,
"2021-10-21 00:00:00",72505,
"2021-10-22 00:00:00",81301,
"2021-10-23 00:00:00",87467,
"2021-10-24 00:00:00",86661,
